DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, mujets, down_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.161330219963" 
0, mujets, down_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0635225277482" 
0, mujets, down_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.134495502296" 
0, mujets, down_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0258817063549" 
0, mujets, down_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.048087935571" 
0, mujets, down_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.100977091279" 
0, mujets, down_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0160788790397" 
0, mujets, down_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0348179278259" 
0, mujets, down_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0205967216273" 
0, mujets, down_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0645320865386" 
0, mujets, down_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0254090112025" 
0, mujets, down_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.053798198744" 
0, mujets, down_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0103526824519" 
0, mujets, down_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0192351738044" 
0, mujets, down_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0403908395709" 
0, mujets, down_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.00643155157445" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0658524678941" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0184392465637" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0533296737052" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.049208339046" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0797856927163" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0125247412443" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0288007565084" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.178846886578" 
0, mujets, down_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.00770105589541" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0263409879403" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.00737569862519" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0213318691106" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0196833354851" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.031914277831" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.00500989668391" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.0115203025862" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.071538754615" 
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))-0.00308042244469" 
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.056052949279546738" 
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.017827972769737244" 
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.028752945363521576" 
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.054693799465894699" 
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.1091482862830162" 
0, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.156380295753479" 
0, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.16991613805294037" 
0, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.080352798104286194" 
0, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.20538398623466492" 
0, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.022421179339289665" 
0, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0071311891078948975" 
0, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.01150117814540863" 
0, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.02187751978635788" 
0, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.043659314513206482" 
0, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.062552116811275482" 
0, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.067966453731060028" 
0, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.032141119241714478" 
0, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.082153595983982086" 
0, mujets, up_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0870448210451" 
0, mujets, up_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.051491804068" 
0, mujets, up_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.161330219963" 
0, mujets, up_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0635225277482" 
0, mujets, up_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.134495502296" 
0, mujets, up_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0258817063549" 
0, mujets, up_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.048087935571" 
0, mujets, up_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.100977091279" 
0, mujets, up_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0160788790397" 
0, mujets, up_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0348179278259" 
0, mujets, up_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0205967216273" 
0, mujets, up_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0645320865386" 
0, mujets, up_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0254090112025" 
0, mujets, up_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.053798198744" 
0, mujets, up_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0103526824519" 
0, mujets, up_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0192351738044" 
0, mujets, up_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0403908395709" 
0, mujets, up_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.00643155157445" 
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0658524678941" 
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0184392465637" 
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0533296737052" 
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.049208339046" 
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0797856927163" 
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0125247412443" 
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0288007565084" 
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.178846886578" 
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.00770105589541" 
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0263409879403" 
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.00737569862519" 
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0213318691106" 
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0196833354851" 
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.031914277831" 
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.00500989668391" 
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.0115203025862" 
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.071538754615" 
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "1.05497+-0.00298783*log(x+19)*log(x+18)*(3-0.397111*log(x+18))+0.00308042244469" 
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))" 
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))" 
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.097871556878089905" 
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.031203512102365494" 
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0465109683573246" 
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.04460114985704422" 
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.036481857299804688" 
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.039599314332008362" 
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.24692201614379883" 
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.18471802771091461" 
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.23701769113540649" 
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.032623853534460068" 
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.010401170700788498" 
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0155036561191082" 
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.014867049641907215" 
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.012160619720816612" 
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.013199771754443645" 
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.082307338714599609" 
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.061572674661874771" 
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.079005897045135498" 
1, comb, down_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0105916267718" 
1, comb, down_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0226921972222" 
1, comb, down_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.226551282152" 
1, comb, down_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.146637781864" 
1, comb, down_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0114674722944" 
1, comb, down_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.032568208922" 
1, comb, down_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0765702024827" 
1, comb, down_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.113721804526" 
1, comb, down_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.023515750883" 
1, comb, down_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.00353054439629" 
1, comb, down_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.00756406460474" 
1, comb, down_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.075517094304" 
1, comb, down_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0488792590426" 
1, comb, down_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.00382249286724" 
1, comb, down_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0108560702719" 
1, comb, down_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0255234028376" 
1, comb, down_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0379072726969" 
1, comb, down_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.00783858374879" 
1, comb, down_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0349105049286" 
1, comb, down_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.03839696282" 
1, comb, down_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0982089538281" 
1, comb, down_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.112330364067" 
1, comb, down_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.921635+0.000860807*log(x+19)*log(x+18)*(3-0.139373*log(x+18))-0.0379025431171" 
